Smartphone,Brand,Model,RAM,Storage,Color,Free,Final Price
MotorolaEdge30Fusion8128GBNegroLibre,Motorola,Edge30,8,128,Black,Yes,5990
AppleiPhone13512GBPRODUCTREDLibre,Apple,iPhone13,,512,Red,Yes,12590
OppoA745G6128GBNegroLibre,OPPO,A74,6,128,Black,Yes,3190
SamsungGalaxyA345G6128GBNegroLibre,Samsung,GalaxyA34,6,128,Black,Yes,3000
Xiaomi11TPro5G8256GBGrisLibre,Xiaomi,11TPro,8,256,Gray,Yes,4500
GooglePixel6A6128GBCarbnLibre,Google,Pixel6A,6,128,Black,Yes,4190
ZTEBladeA72364GBAzulLibre,ZTE,BladeA72,3,64,Blue,Yes,1490
AppleiPhone13Pro128GBAzulSierraLibre,Apple,iPhone13,,128,Blue,Yes,11590
OPPOFindX55G8256GBNegroLibre,OPPO,X5,8,256,Black,Yes,9990
OPPOA57s4128GBNegroLibre,OPPO,A57s,4,128,Black,Yes,1990
SamsungGalaxyS23256GBVerdeLibreCargador25W,Samsung,GalaxyS23,,256,Green,Yes,9590
AppleiPhone14Plus256GBBlancoEstrellaLibre,Apple,iPhone14,,256,White,Yes,12890
RealmeGTNeo3T8128GBNegroLibre,Realme,GTNeo3T,8,128,Black,Yes,43259
XiaomiRedmiNote125G4128GBGrisLibre,Xiaomi,RedmiNote12,4,128,Gray,Yes,2099
SamsungGalaxyA545G8128GBVioletaLibreProtectorPantalla,Samsung,GalaxyA54,8,128,Purple,Yes,4990
SamsungGalaxyA144128GBPlataLibreCarcasaCardSlot,Samsung,GalaxyA14,4,128,Silver,Yes,2090
AppleiPhone11128GBNegroLibre,Apple,iPhone11,,128,Black,Yes,42901
XiaomiRedmiNote125G6128GBGrisLibre,Xiaomi,RedmiNote12,6,128,Gray,Yes,28721
SamsungGalaxyA325GEnterpriseEdition464GBNegroLibre,Samsung,GalaxyA32,4,64,Black,Yes,20071
AppleiPhone11128GBPRODUCTREDLibre,Apple,iPhone11,,128,Red,Yes,42901
XiaomiRedmiNote12Pro5G6128GBBlancoLibre,Xiaomi,RedmiNote12,6,128,White,Yes,37999
AppleiPhone14Plus512GBMedianocheLibre,Apple,iPhone14,,512,Black,Yes,15490
RealmeNarzo504128GBNegroLibre,Realme,Narzo50,4,128,Black,Yes,22259
SamsungGalaxyS23Ultra512GBVerdeLibre,Samsung,GalaxyS23,,512,Green,Yes,11910
OPPOA17464GBAzulLibreUSB32GB,OPPO,A17,4,64,Blue,Yes,1790
AppleiPhoneXR128GBNegroLibre,Apple,iPhoneXR,,128,Black,Yes,3300
SamsungGalaxyA345G8256GBNegroLibre,Samsung,GalaxyA34,8,256,Black,Yes,34299
AppleiPhone14128GBPRODUCTREDLibre,Apple,iPhone14,,128,Red,Yes,10089999999999999
AppleiPhone14Plus128GBBlancoEstrellaLibre,Apple,iPhone14,,128,White,Yes,11590
SamsungGalaxyM134128GBAzulLibre,Samsung,GalaxyM13,4,128,Blue,Yes,2090
XiaomiRedmi124128GBPlataPolarLibre,Xiaomi,Redmi12,4,128,Silver,Yes,14495
AppleiPhone14ProMax512GBPlataLibre,Apple,iPhone14,,512,Silver,Yes,18590
GooglePixel78128GBVerdeLimaLibre,Google,Pixel7,8,128,Green,Yes,5800
SamsungGalaxyS23Plus256GBNegroLibre,Samsung,GalaxyS23,,256,Black,Yes,104363
AppleiPhone12128GBAzulLibre,Apple,iPhone12,,128,Blue,Yes,8590
AppleiPhone13128GBPRODUCTREDLibre,Apple,iPhone13,,128,Red,Yes,9090
XiaomiRedmi9AT232GBVerdeAuroraLibre,Xiaomi,Redmi9AT,2,32,Green,Yes,9341
MotorolaEdge408256GBVivaMagentaLibre,Motorola,Edge40,8,256,Pink,Yes,5690
AppleiPhone14ProMax128GBPlataLibre,Apple,iPhone14,,128,Silver,Yes,14690
OPPOFindX5Lite5G8256GBAzulLibre,OPPO,X5,8,256,Blue,Yes,3060
AppleiPhone14256GBPrpuraLibre,Apple,iPhone14,,256,Purple,Yes,11390
SamsungGalaxyS23128GBVerdeLibreCargador25W,Samsung,GalaxyS23,,128,Green,Yes,82901
AppleiPhone14Plus256GBAzulLibre,Apple,iPhone14,,256,Blue,Yes,12890
BlackShark5Pro8128GB5GBlancoLibre,Xiaomi,Shark5,8,128,White,Yes,8390
MotorolaMotoG238128GBBlancoLibre,Motorola,MotoG23,8,128,White,Yes,2290
SamsungGalaxyA144128GBVerdeLibre,Samsung,GalaxyA14,4,128,Green,Yes,17995
AppleiPhoneSE2022128GBBlancoEstrellaLibre,Apple,iPhoneSE,,128,White,Yes,6216
POCOX55G6128GBVerdeLibre,POCO,X5,6,128,Green,Yes,29999
SamsungGalaxyS23256GBLilaLibreCargador25W,Samsung,GalaxyS23,,256,Purple,Yes,9590
SamsungGalaxyA144128GBPlataLibre,Samsung,GalaxyA14,4,128,Silver,Yes,17995
AppleiPhone12128GBPRODUCTREDLibre,Apple,iPhone12,,128,Red,Yes,8590
POCOF5Pro5G12256GBNegroLibre,POCO,F5,12,256,Black,Yes,62999
SamsungGalaxyS23128GBAlgodnLibre,Samsung,GalaxyS23,,128,White,Yes,6949
RealmeNarzo50iPrime332GBVerdeLibre,Realme,Narzo50i,3,32,Green,Yes,1416
AppleiPhone14512GBPRODUCTREDLibre,Apple,iPhone14,,512,Red,Yes,13990
SamsungGalaxyS23Ultra256GBNegroLibreCargador25W,Samsung,GalaxyS23,,256,Black,Yes,14090
AppleiPhone13Mini128GBRosaLibre,Apple,iPhone13,,128,Pink,Yes,8090
MotorolaRazr40Ultra8256GBInfiniteBlackLibre,Motorola,Razr40,8,256,Gold,Yes,11990
XiaomiRedmiNote125G6128GBAzulLibre,Xiaomi,RedmiNote12,6,128,Blue,Yes,28832
OPPOA785G4128GBNegroLibre,OPPO,A78,4,128,Black,Yes,1890
SamsungGalaxyA545G8128GBBlancoLibreProtectorPantalla,Samsung,GalaxyA54,8,128,White,Yes,4990
SamsungGalaxyA345G8256GBVerdeLibre,Samsung,GalaxyA34,8,256,Green,Yes,34994
TCL305i264GBAzulLibre,TCL,305i,2,64,Blue,Yes,12199
TCL40SE4128GBPrpuraLibre,TCL,40SE,4,128,Purple,Yes,16359
MotorolaRazr408256GBSummerLilacLibre,Motorola,Razr40,8,256,Gold,Yes,89901
TCL408464GBAzulLibre,TCL,408,4,64,Blue,Yes,15099
AppleiPhone1164GBPRODUCTREDLibre,Apple,iPhone11,,64,Red,Yes,3480
POCOF46128GB5GNegroNocturnoLibre,POCO,F4,6,128,Black,Yes,39999
AppleiPhone11Pro64GBOroLibre,Apple,11Pro,,64,Gold,Yes,4190
XiaomiRedmiNote12Pro6128GBBlancoPolarLibre,Xiaomi,RedmiNote12,6,128,White,Yes,22995
POCOX5Pro5G8256GBAmarilloLibre,POCO,X5Pro,8,256,Yellow,Yes,39999
XiaomiRedmiNote12464GBAzulLibre,Xiaomi,RedmiNote12,4,64,Blue,Yes,22999
SamsungGalaxyS23Ultra512GBLilaLibreCargador25W,Samsung,GalaxyS23,,512,Purple,Yes,158901
XiaomiRedmiNote116128GBAzulOcasoLibre,Xiaomi,RedmiNote11,6,128,Blue,Yes,1990
XiaomiRedmiNote125G6128GBVerdeLibre,Xiaomi,RedmiNote12,6,128,Green,Yes,29346
AppleiPhone12256GBAzulLibre,Apple,iPhone12,,256,Blue,Yes,9790
TCL40SE4128GBGrisLibre,TCL,40SE,4,128,Gray,Yes,16359
OPPOReno10Pro5G12256GBPrpuraLibre,OPPO,Reno10,12,256,Purple,Yes,6490
SamsungGalaxyA235G4128GBAzulLibre,Samsung,GalaxyA23,4,128,Blue,Yes,23095
AppleiPhone12128GBVerdeLibre,Apple,iPhone12,,128,Green,Yes,8590
AppleiPhone12256GBPRODUCTREDLibre,Apple,iPhone12,,256,Red,Yes,9790
SamsungGalaxyA345G6128GBVioletaLibre,Samsung,GalaxyA34,6,128,Purple,Yes,30995
OPPOReno10Pro5G12256GBGrisLibre,OPPO,Reno10,12,256,Gray,Yes,64901
POCOX5Pro5G8256GBAzulLibre,POCO,X5Pro,8,256,Blue,Yes,31998
OPPOReno8Lite5G8128GBNegroLibreCableUSB31TypeC,OPPO,Reno8,8,128,Black,Yes,4290
OPPOFindX5Pro5G12256GBBlancoLibre,OPPO,X5Pro,12,256,White,Yes,12990
TCL40SE6256GBGrisLibre,TCL,40SE,6,256,Gray,Yes,20099
SamsungGalaxyS23Ultra256GBAlgodnLibreCargador25W,Samsung,GalaxyS23,,256,White,Yes,14090
ZTEBladeV40Vita4128GBNegroLibre,ZTE,BladeV40Vita,4,128,Black,Yes,1790
SamsungGalaxyS23Plus512GBNegroLibre,Samsung,GalaxyS23,,512,Black,Yes,112689
SamsungGalaxyS20FE6128GBAzulLibre,Samsung,GalaxyS20,6,128,Blue,Yes,4990
AppleiPhone1264GBAzulLibre,Apple,iPhone12,,64,Blue,Yes,8090
XiaomiRedmiA2232GBVerdeClaroLibre,Xiaomi,RedmiA2,2,32,Green,Yes,7798
XiaomiRedmi9CNFC364GBGrisMedianocheLibre,Xiaomi,Redmi9C,3,64,Gray,Yes,10107
AppleiPhone14Plus128GBMedianocheLibre,Apple,iPhone14,,128,Black,Yes,11590
SamsungGalaxyA04s332GBNegroLibre,Samsung,GalaxyA04s,3,32,Black,Yes,1290
TCL405232GBLavandaLibreAuriculares,TCL,405,2,32,Blue,Yes,12099
AppleiPhone14Plus512GBPRODUCTREDLibre,Apple,iPhone14,,512,Red,Yes,15490
AppleiPhone14ProMax512GBOroLibre,Apple,iPhone14,,512,Gold,Yes,18590
AppleiPhone12Pro256GBGrafitoLibre,Apple,iPhone12,,256,Black,Yes,6780
SamsungGalaxyA52s5G6128GBNegroLibre,Samsung,GalaxyA52s,6,128,Black,Yes,3800
AppleiPhone13Mini512GBVerdeAlpinoLibre,Apple,iPhone13,,512,Green,Yes,11590
SamsungGalaxyS22Ultra5G12256GBNegroLibre,Samsung,GalaxyS22,12,256,Black,Yes,164719
XiaomiRedmi12C364GBGrisLibre,Xiaomi,Redmi12C,3,64,Gray,Yes,14989
POCOX55G6128GBAzulLibre,POCO,X5,6,128,Blue,Yes,29999
AppleiPhone12128GBPrpuraLibre,Apple,iPhone12,,128,Purple,Yes,8590
OPPOA57s4128GBNegroLibreCableUSB31TypeC,OPPO,A57s,4,128,Black,Yes,20259
SamsungGalaxyS23Ultra512GBLilaLibre,Samsung,GalaxyS23,,512,Purple,Yes,13330
AppleiPhone12Pro128GBPlataLibre,Apple,iPhone12,,128,Silver,Yes,6250
SamsungGalaxyS23Ultra256GBLilaLibreCargador25W,Samsung,GalaxyS23,,256,Purple,Yes,14090
XiaomiRedmi10C364GBGrisLibre,Xiaomi,Redmi10C,3,64,Gray,Yes,10504
AppleiPhoneX256GBGrisEspacialLibre,Apple,iPhoneX,,256,Gray,Yes,2990
POCOM5464GBAmarilloLibre,POCO,M5,4,64,Yellow,Yes,18999
AppleiPhone12Pro128GBOroLibre,Apple,iPhone12,,128,Gold,Yes,61499
AppleiPhone14128GBAmarilloLibre,Apple,iPhone14,,128,Yellow,Yes,10089999999999999
XiaomiRedmi105G4128GBGrisGrafitoLibre,Xiaomi,Redmi10,4,128,Gray,Yes,16994
Xiaomi12TPro12256GBAzulLibre,Xiaomi,12T,12,256,Blue,Yes,84999
XiaomiRedmiNote11Pro664GBBlancoPolarLibre,Xiaomi,11Pro,6,64,White,Yes,29999
"TCL4032GB32GB6""PrimeBlack,TCL,403,,2,Black,No,9271"
AppleiPhone1264GBVerdeLibre,Apple,iPhone12,,64,Green,Yes,8090
SamsungGalaxyS22Ultra5G12256GBVerde,Samsung,GalaxyS22,12,256,Green,No,9200
SamsungGalaxyS21Plus5G256GBNegroLibre,Samsung,GalaxyS21,,256,Black,Yes,3780
SamsungGalaxyA545G8128GBVerdeLibreProtectorPantalla,Samsung,GalaxyA54,8,128,Green,Yes,4990
SamsungGalaxyS225G8128GBNegroLibre,Samsung,GalaxyS22,8,128,Black,Yes,5699
AppleiPhone12ProMax128GBPlataLibre,Apple,iPhone12,,128,Silver,Yes,6940
AppleiPhone12Mini128GBAzulLibre,Apple,iPhone12,,128,Blue,Yes,7390
SamsungGalaxyS23Plus256GBVerdeLibreCargador25W,Samsung,GalaxyS23,,256,Green,Yes,12090
SamsungGalaxyS23Plus512GBAlgodnLibreCargador25W,Samsung,GalaxyS23,,512,White,Yes,12490
AppleiPhone13256GBMedianocheLibre,Apple,iPhone13,,256,Black,Yes,10290
RealmeGT2Pro8128GBNegroLibre,Realme,GT2,8,128,Black,Yes,75259
SamsungGalaxyZFold412256GBNegroLibre,Samsung,GalaxyZFold4,12,256,Black,Yes,11600
XiaomiRedmiNote11S6128GBAzulLibre,Xiaomi,RedmiNote11S,6,128,Blue,Yes,2499
Xiaomi12Pro12256GBAzul,Xiaomi,12,12,256,Blue,No,14510
POCOM54128GBVerdeLibre,POCO,M5,4,128,Green,Yes,20999
SamsungGalaxyS23128GBNegroLibre,Samsung,GalaxyS23,,128,Black,Yes,102641
XiaomiRedmi10A364GBGrisLibre,Xiaomi,Redmi10A,3,64,Gray,Yes,10316
AppleiPhone13Mini128GBVerdeAlpinoLibre,Apple,iPhone13,,128,Green,Yes,8090
AppleiPhone11Pro64GBVerdeMedianocheLibre,Apple,11Pro,,64,Green,Yes,41799
CubotKingKong912256GBNegroLibre,Cubot,KingKong9,12,256,Black,Yes,2990
ZTEBladeV40Vita4128GBVerdeLibre,ZTE,BladeV40Vita,4,128,Green,Yes,1790
SamsungGalaxyS21Ultra5G128GBNegroLibre,Samsung,GalaxyS21,,128,Black,Yes,73001
POCOX55G8256GBVerdeLibre,POCO,X5,8,256,Green,Yes,34999
TCL30SE4128GBAzulLibre,TCL,30SE,4,128,Blue,Yes,17499
AppleiPhone12ProMax256GBAzulPacficoLibre,Apple,iPhone12,,256,Blue,Yes,68799
XiaomiRedmiNote12S6128GBVerdePerladoLibre,Xiaomi,Note12S,6,128,Green,Yes,2787
XiaomiRedmiNote10Pro6128GBAzulLibre,Xiaomi,RedmiNote10,6,128,Blue,Yes,32999
AppleiPhone13ProMax128GBOroLibre,Apple,iPhone13,,128,Gold,Yes,12590
AppleiPhone11Pro64GBPlataLibre,Apple,11Pro,,64,Silver,Yes,4390
TCL30464GBNegroLibre,TCL,30,4,64,Black,Yes,18499
SamsungGalaxyA545G8256GBBlancoLibre,Samsung,GalaxyA54,8,256,White,Yes,44899
SamsungGalaxyS23Plus512GBNegroLibreCargador25W,Samsung,GalaxyS23,,512,Black,Yes,12490
SamsungGalaxyA545G8256GBVerdeLibre,Samsung,GalaxyA54,8,256,Green,Yes,44995
TCL305i264GBNegroLibre,TCL,305i,2,64,Black,Yes,12199
POCOM5s4128GBBlancoLibre,POCO,M5s,4,128,White,Yes,22998
XiaomiRedmi9A232GBVerdeAuroraLibre,Xiaomi,Redmi9A,2,32,Green,Yes,11999
SamsungGalaxyS20FE5G6128GBAzulLibre,Samsung,GalaxyS20,6,128,Blue,Yes,6490
SamsungGalaxyS23256GBAlgodnLibreCargador25W,Samsung,GalaxyS23,,256,White,Yes,9590
SamsungGalaxyS22Ultra5G8128GBBurdeosLibre,Samsung,GalaxyS22,8,128,Red,Yes,8660
XiaomiRedmi10A364GBAzulLibre,Xiaomi,Redmi10A,3,64,Blue,Yes,1079
POCOC40332GBVerdeLibre,POCO,C40,3,32,Green,Yes,14999
SamsungGalaxyNote20Ultra5G12256GBMysticBronzeLibre,Samsung,GalaxyNote20,12,256,Bronze,Yes,9090
XiaomiRedmi12C364GBAzulLibre,Xiaomi,Redmi12C,3,64,Blue,Yes,1190
XiaomiRedmiGo16GBDualSimNegroLibre,Xiaomi,RedmiGo,,16,Black,Yes,12624
UlefoneArmorX10Pro464GBNegroLibre,Ulefone,ArmorX10,4,64,Black,Yes,17999
POCOX55G8256GBAzulLibreCableUSBCaJack,POCO,X5,8,256,Blue,Yes,34399
AppleiPhone14Plus512GBPrpuraLibre,Apple,iPhone14,,512,Purple,Yes,15490
TCL30464GBAzulLibre,TCL,30,4,64,Blue,Yes,18499
AppleiPhone14Plus512GBBlancoEstrellaLibre,Apple,iPhone14,,512,White,Yes,15190
SamsungGalaxyS23Plus256GBAlgodnLibreCargador25W,Samsung,GalaxyS23,,256,White,Yes,12090
SamsungGalaxyA14464GBVerdeLibre,Samsung,GalaxyA14,4,64,Green,Yes,15995
RealmeGTMasterEdition5G6128GBBlancoLibre,Realme,GTMasterEdition,6,128,White,Yes,3516
SamsungGalaxyA20e332GBNegroLibre,Samsung,GalaxyA20e,3,32,Black,Yes,1050
SamsungGalaxyA345G8256GBPlataLibre,Samsung,GalaxyA34,8,256,Silver,Yes,34994
TCL30E364GBGrisLibre,TCL,30E,3,64,Gray,Yes,14999
MotorolaRazr40Ultra8256GBVivaMagentaLibre,Motorola,Razr40,8,256,Pink,Yes,11990
SamsungGalaxyS225G256GBRosaDoradoLibreCargador25W,Samsung,GalaxyS22,,256,Pink,Yes,6990
BlackShark512256GB5GNegroLibre,Xiaomi,Shark5,12,256,Black,Yes,57303
SamsungGalaxyS23Plus512GBLilaLibre,Samsung,GalaxyS23,,512,Purple,Yes,9540
AppleiPhoneXR64GBPRODUCTREDLibre,Apple,iPhoneXR,,64,Red,Yes,2690
MotorolaEdge30Neo8128GBNegroLibre,Motorola,Edge30,8,128,Black,Yes,3990
SamsungGalaxyS23128GBAlgodnLibreCargador25W,Samsung,GalaxyS23,,128,White,Yes,82901
SamsungGalaxyS21FE5G8256GBGrisLibre,Samsung,GalaxyS21,8,256,Gray,Yes,6490
AppleiPhoneXR64GBBlancoLibre,Apple,iPhoneXR,,64,White,Yes,2700
OPPOReno8Lite5G8128GBNegroLibre,OPPO,Reno8,8,128,Black,Yes,47949
OppoA545G464GBMoradoLibre,OPPO,A54,4,64,Purple,Yes,2690
SamsungGalaxyNote10Plus256GBAuraGlowLibre,Samsung,GalaxyNote10,,256,Purple,Yes,81078
XiaomiRedmiNote12Pro5G8128GBNegroLibreCableUSBCaJack,Xiaomi,RedmiNote12,8,128,Black,Yes,3990
ZTEBladeA31Lite32GBAzulLibre,ZTE,BladeA31,,32,Blue,Yes,6937
SamsungGalaxyS23128GBLilaLibre,Samsung,GalaxyS23,,128,Purple,Yes,69995
POCOX55G8256GBAzulLibre,POCO,X5,8,256,Blue,Yes,3270
SamsungGalaxyS23Plus256GBAlgodnLibre,Samsung,GalaxyS23,,256,White,Yes,14305
TCL405232GBGrisOscuroLibreAuriculares,TCL,405,2,32,Gray,Yes,12099
XiaomiPocoPhoneX3Pro6128GBBronceLibre,Xiaomi,X3,6,128,Bronze,Yes,35438
SamsungGalaxyZFold412512GBNegroLibreCargadordePared25W,Samsung,GalaxyZFold4,12,512,Black,Yes,19190
SamsungGalaxyS21Ultra5G256GBNegroLibre,Samsung,GalaxyS21,,256,Black,Yes,4990
OPPOReno65G8128GBNegroLibre,OPPO,Reno6,8,128,Black,Yes,4990
AppleiPhone13Mini128GBAzulLibre,Apple,iPhone13,,128,Blue,Yes,8090
AppleiPhoneXR128GBPRODUCTREDLibre,Apple,iPhoneXR,,128,Red,Yes,32799
POCOF55G8256GBAzulLibre,POCO,F5,8,256,Blue,Yes,42901
OppoFindX3Pro12256GBNegroLibre,OPPO,X3,12,256,Black,Yes,11690
SamsungGalaxyS22Ultra5G8128GBNegroLibre,Samsung,GalaxyS22,8,128,Black,Yes,88999
AppleiPhone14ProMax512GBMoradoOscuroLibre,Apple,iPhone14,,512,Purple,Yes,18590
AppleiPhone13128GBVerdeAlpinoLibre,Apple,iPhone13,,128,Green,Yes,9090
XiaomiRedmi10A364GBPlataLibreCableUSBCaJack,Xiaomi,Redmi10A,3,64,Silver,Yes,1590
SamsungGalaxyA324128GBNegroLibre,Samsung,GalaxyA32,4,128,Black,Yes,32499
Realme95G4128GBNegroLibre,Realme,9,4,128,Black,Yes,28258
AppleiPhone12Mini256GBPRODUCTREDLibre,Apple,iPhone12,,256,Red,Yes,8590
GooglePixel78128GBNieveLibre,Google,Pixel7,8,128,White,Yes,6540
AppleiPhone13256GBAzulLibre,Apple,iPhone13,,256,Blue,Yes,10290
SamsungGalaxyS23Plus256GBLilaLibre,Samsung,GalaxyS23,,256,Purple,Yes,8930
XiaomiRedmiNote12Pro5G6128GBNegroLibre,Xiaomi,RedmiNote12,6,128,Black,Yes,37999
SamsungGalaxyA345G6128GBVerdeLibre,Samsung,GalaxyA34,6,128,Green,Yes,2999
AppleiPhone12256GBPrpuraLibre,Apple,iPhone12,,256,Purple,Yes,9790
OnePlusNordN105G6128GBAzulHieloLibre,OnePlus,NordN10,6,128,Blue,Yes,2190
AppleiPhone12Mini64GBAzulLibre,Apple,iPhone12,,64,Blue,Yes,6890
AppleiPhone732GBNegroMateLibre,Apple,iPhone7,,32,Black,Yes,1990
XiaomiRedmiNote12Pro5G8128GBAzulLibre,Xiaomi,RedmiNote12,8,128,Blue,Yes,29995
Xiaomi138256GBVerdeLibre,Xiaomi,13,8,256,Green,Yes,8254
XiaomiRedmi10C364GBVerdeLibre,Xiaomi,Redmi10C,3,64,Green,Yes,10794
OppoReno4Pro5G12256GBGalacticBlueLibre,OPPO,Reno4,12,256,Blue,Yes,2290
AppleiPhone1264GBPRODUCTREDLibre,Apple,iPhone12,,64,Red,Yes,8090
AppleiPhone14Plus128GBAmarilloLibre,Apple,iPhone14,,128,Yellow,Yes,11590
AppleiPhoneX64GBPlataLibre,Apple,iPhoneX,,64,Silver,Yes,2590
SamsungGalaxyS20Plus12128GB5GCosmicBlackLibre,Samsung,GalaxyS20,12,128,Black,Yes,116479
XiaomiRedmi10A364GBPlataLibre,Xiaomi,Redmi10A,3,64,Silver,Yes,12227
CATS62Pro6128GBDualSIMNegroLibre,CAT,S62,6,128,Black,Yes,58899
SamsungGalaxyA345G8256GBVioletaLibre,Samsung,GalaxyA34,8,256,Purple,Yes,34994
Xiaomi11TPro5G8256GBAzulLibre,Xiaomi,11TPro,8,256,Blue,Yes,6230
SPCJasper24GTelfonoparaMayoresNegro,SPC,Jasper2,,,Black,No,950
AppleiPhone1164GBVerdeLibre,Apple,iPhone11,,64,Green,Yes,3680
Realme9i4128GBAzulLibre,Realme,9i,4,128,Blue,Yes,25259
POCOM5s464GBNegroLibre,POCO,M5s,4,64,Black,Yes,2100
AppleiPhone12ProMax128GBAzulPacficoLibre,Apple,iPhone12,,128,Blue,Yes,92258
Xiaomi11T5G8128GBAzulLibre,Xiaomi,11T,8,128,Blue,Yes,3990
SamsungGalaxyS215G128GBVioletaLibre,Samsung,GalaxyS21,,128,Purple,Yes,112889
BlackShark412256GBNegroLibre,Xiaomi,Shark4,12,256,Black,Yes,42052
SamsungGalaxyA145G4128GBVerdeLibre,Samsung,GalaxyA14,4,128,Green,Yes,28118
SamsungGalaxyS108128GBNegroLibre,Samsung,GalaxyS10,8,128,Black,Yes,52015
SamsungGalaxyS23Ultra256GBLilaLibre,Samsung,GalaxyS23,,256,Purple,Yes,11990
NokiaG214128GBAzulLibre,Nokia,G21,4,128,Blue,Yes,19663
AppleiPhone13ProMax256GBGrafitoLibre,Apple,iPhone13,,256,Black,Yes,13790
XiaomiRedmiNote11464GBGrisGrafitoLibre,Xiaomi,RedmiNote11,4,64,Gray,Yes,18999
AppleiPhone12ProMax256GBGrafitoLibre,Apple,iPhone12,,256,Black,Yes,7060
AppleiPhone13ProMax256GBOroLibre,Apple,iPhone13,,256,Gold,Yes,13790
AppleiPhone13ProMax256GBAzulSierraLibre,Apple,iPhone13,,256,Blue,Yes,13790
XiaomiRedmi10C4128GBVerdeLibre,Xiaomi,Redmi10C,4,128,Green,Yes,15899
AppleiPhone13256GBVerdeAlpinoLibre,Apple,iPhone13,,256,Green,Yes,10290
POCOF55G8256GBBlancoLibre,POCO,F5,8,256,White,Yes,4390
SamsungGalaxyA545GEnterpriseEdition8128GBNegroLibre,Samsung,GalaxyA54,8,128,Black,Yes,39306
SamsungGalaxyS21FE5G20226128GBVerdeLibreCargador,Samsung,GalaxyS21,6,128,Green,Yes,7490
AppleiPhone14512GBBlancoEstrellaLibre,Apple,iPhone14,,512,White,Yes,13590
AppleiPhoneSE2022256GBPRODUCTREDLibre,Apple,iPhoneSE,,256,Red,Yes,7316
XiaomiRedmiA2232GBAzulClaroLibre,Xiaomi,RedmiA2,2,32,Blue,Yes,7999
AppleiPhone13512GBRosaLibre,Apple,iPhone13,,512,Pink,Yes,12390
AppleiPhone14Pro1TBPlataLibre,Apple,iPhone14,,1000,Silver,Yes,19690
AppleiPhone11ProMax256GBVerdeMedianocheLibre,Apple,11Pro,,256,Green,Yes,5890
OPPOA17464GBNegroLibre,OPPO,A17,4,64,Black,Yes,13899
SamsungGalaxyZFold412256GBBeigeLibre,Samsung,GalaxyZFold4,12,256,White,Yes,149329
AppleiPhone1164GBMalvaLibre,Apple,iPhone11,,64,Purple,Yes,3680
Xiaomi13Pro12256GBNegroLibre,Xiaomi,13,12,256,Black,Yes,131008
POCOF55G12256GBBlancoLibre,POCO,F5,12,256,White,Yes,47999
AppleiPhone13Mini128GBPRODUCTREDLibre,Apple,iPhone13,,128,Red,Yes,8090
AppleiPhoneXSMax256GbPlataLibre,Apple,iPhoneXS,,256,Silver,Yes,3890
SamsungGalaxyS22Ultra5G8128GBBlancoLibre,Samsung,GalaxyS22,8,128,White,Yes,8440
XiaomiMi115G8128GBGrisLibre,Xiaomi,Mi11,8,128,Gray,Yes,30229
XiaomiRedmiNote105G464GbAzulLibre,Xiaomi,RedmiNote10,4,64,Blue,Yes,20147
SamsungGalaxyS21Plus5G128GBNegroLibre,Samsung,GalaxyS21,,128,Black,Yes,7590
AppleiPhone12Mini64GBPRODUCTREDLibre,Apple,iPhone12,,64,Red,Yes,6890
SamsungGalaxyZFlip35G8256GBNegroLibre,Samsung,GalaxyZFlip3,8,256,Black,Yes,62156
AppleiPhone14Pro1TBOroLibre,Apple,iPhone14,,1000,Gold,Yes,19690
HonorMagic4Lite5G6128GBAzulLibre,Honor,Magic4,6,128,Blue,Yes,21995
OPPOReno85G8256GBNegroLibreCableUSB31TypeC,OPPO,Reno8,8,256,Black,Yes,52161
Realme8i4128GBNegroLibre,Realme,8I,4,128,Black,Yes,2216
AppleiPhone13Mini128GBMedianocheLibre,Apple,iPhone13,,128,Black,Yes,8090
Xiaomi11Lite5GNE8128GBRosaLibre,Xiaomi,11Lite,8,128,Pink,Yes,42224
AppleiPhone13ProMax128GBPlataLibre,Apple,iPhone13,,128,Silver,Yes,12590
SamsungGalaxyM13464GBNaranjaLibre,Samsung,GalaxyM13,4,64,Orange,Yes,1790
XiaomiRedmiNote11Pro5G6128GBAzulAtlnticoLibre,Xiaomi,11Pro,6,128,Blue,Yes,41551
SamsungGalaxyS20FE5G6128GBLavandaLibre,Samsung,GalaxyS20,6,128,Blue,Yes,6490
RealmeGT2Pro12256GBNegroLibre,Realme,GT2,12,256,Black,Yes,85259
SamsungGalaxyA13464GBAzulLibre,Samsung,GalaxyA13,4,64,Blue,Yes,22869
SamsungGalaxyS9NegroLibreImportacinEU,Samsung,GalaxyS9,,,Black,Yes,41004
POCOF55G8256GBNegroLibre,POCO,F5,8,256,Black,Yes,42901
SamsungGalaxyS23256GBLilaLibre,Samsung,GalaxyS23,,256,Purple,Yes,7900
Xiaomi12Pro12256GBGrisLibre,Xiaomi,12,12,256,Gray,Yes,78085
AppleiPhoneSE2022256GBBlancoEstrellaLibre,Apple,iPhoneSE,,256,White,Yes,70161
SamsungGalaxyS23Plus256GBLilaLibreCargador25W,Samsung,GalaxyS23,,256,Purple,Yes,12090
OPPOA57s4128GBAzulLibreCableUSB31TypeC,OPPO,A57s,4,128,Blue,Yes,20259
Realme8464GBPlataLibre,Realme,8,4,64,Silver,Yes,20259
